Date,Ticker,Close,Tipo_activo,Sector
2023-01-02,ALUA.BA,181.7147979736328,Merval,N/A
2023-01-03,ALUA.BA,180.49362182617188,Merval,N/A
2023-01-04,ALUA.BA,182.20327758789062,Merval,N/A
2023-01-05,ALUA.BA,185.62265014648438,Merval,N/A
2023-01-06,ALUA.BA,189.53048706054688,Merval,N/A
2023-01-09,ALUA.BA,193.19410705566406,Merval,N/A
2023-01-10,ALUA.BA,197.34619140625,Merval,N/A
2023-01-11,ALUA.BA,196.61346435546875,Merval,N/A
2023-01-12,ALUA.BA,202.2310028076172,Merval,N/A
2023-01-13,ALUA.BA,216.8854217529297,Merval,N/A
2023-01-16,ALUA.BA,220.7932586669922,Merval,N/A
2023-01-17,ALUA.BA,220.060546875,Merval,N/A
2023-01-18,ALUA.BA,203.20794677734375,Merval,N/A
2023-01-19,ALUA.BA,198.81161499023438,Merval,N/A
2023-01-20,ALUA.BA,202.96371459960938,Merval,N/A
2023-01-23,ALUA.BA,205.16188049316406,Merval,N/A
2023-01-24,ALUA.BA,204.67340087890625,Merval,N/A
2023-01-25,ALUA.BA,206.1388397216797,Merval,N/A
2023-01-26,ALUA.BA,207.60427856445312,Merval,N/A
2023-01-27,ALUA.BA,208.58123779296875,Merval,N/A
2023-01-30,ALUA.BA,204.67340087890625,Merval,N/A
2023-01-31,ALUA.BA,205.16188049316406,Merval,N/A
2023-02-01,ALUA.BA,206.1388397216797,Merval,N/A
2023-02-02,ALUA.BA,205.16188049316406,Merval,N/A
2023-02-03,ALUA.BA,205.89459228515625,Merval,N/A
2023-02-06,ALUA.BA,202.2310028076172,Merval,N/A
2023-02-07,ALUA.BA,202.47523498535156,Merval,N/A
2023-02-08,ALUA.BA,205.89459228515625,Merval,N/A
2023-02-09,ALUA.BA,207.1157989501953,Merval,N/A
2023-02-10,ALUA.BA,203.20794677734375,Merval,N/A
2023-02-13,ALUA.BA,203.20794677734375,Merval,N/A
2023-02-14,ALUA.BA,204.18492126464844,Merval,N/A
2023-02-15,ALUA.BA,203.940673828125,Merval,N/A
2023-02-16,ALUA.BA,204.9176483154297,Merval,N/A
2023-02-17,ALUA.BA,198.32315063476562,Merval,N/A
2023-02-22,ALUA.BA,193.43833923339844,Merval,N/A
2023-02-23,ALUA.BA,193.19410705566406,Merval,N/A
2023-02-24,ALUA.BA,194.41529846191406,Merval,N/A
2023-02-27,ALUA.BA,193.92681884765625,Merval,N/A
2023-02-28,ALUA.BA,194.41529846191406,Merval,N/A
2023-03-01,ALUA.BA,188.0650634765625,Merval,N/A
2023-03-02,ALUA.BA,187.82083129882812,Merval,N/A
2023-03-03,ALUA.BA,192.21714782714844,Merval,N/A
2023-03-06,ALUA.BA,196.85769653320312,Merval,N/A
2023-03-07,ALUA.BA,188.5535430908203,Merval,N/A
2023-03-08,ALUA.BA,184.4014434814453,Merval,N/A
2023-03-09,ALUA.BA,193.43833923339844,Merval,N/A
2023-03-10,ALUA.BA,189.53048706054688,Merval,N/A
2023-03-13,ALUA.BA,178.53968811035156,Merval,N/A
2023-03-14,ALUA.BA,175.36456298828125,Merval,N/A
2023-03-15,ALUA.BA,159.9774169921875,Merval,N/A
2023-03-16,ALUA.BA,174.87606811523438,Merval,N/A
2023-03-17,ALUA.BA,187.3323211669922,Merval,N/A
2023-03-20,ALUA.BA,196.12498474121094,Merval,N/A
2023-03-21,ALUA.BA,200.0328369140625,Merval,N/A
2023-03-22,ALUA.BA,201.98675537109375,Merval,N/A
2023-03-23,ALUA.BA,202.47523498535156,Merval,N/A
2023-03-27,ALUA.BA,204.18492126464844,Merval,N/A
2023-03-28,ALUA.BA,211.75636291503906,Merval,N/A
2023-03-29,ALUA.BA,221.03749084472656,Merval,N/A
2023-03-30,ALUA.BA,222.74717712402344,Merval,N/A
2023-03-31,ALUA.BA,213.2218017578125,Merval,N/A
2023-04-03,ALUA.BA,220.5490264892578,Merval,N/A
2023-04-04,ALUA.BA,227.1435089111328,Merval,N/A
2023-04-05,ALUA.BA,237.40159606933594,Merval,N/A
2023-04-10,ALUA.BA,234.71495056152344,Merval,N/A
2023-04-11,ALUA.BA,234.95919799804688,Merval,N/A
2023-04-12,ALUA.BA,233.24951171875,Merval,N/A
2023-04-13,ALUA.BA,236.180419921875,Merval,N/A
2023-04-14,ALUA.BA,237.89007568359375,Merval,N/A
2023-04-17,ALUA.BA,244.622802734375,Merval,N/A
2023-04-18,ALUA.BA,248.8619384765625,Merval,N/A
2023-04-19,ALUA.BA,251.35556030273438,Merval,N/A
2023-04-20,ALUA.BA,254.34788513183594,Merval,N/A
2023-04-21,ALUA.BA,276.79034423828125,Merval,N/A
2023-04-24,ALUA.BA,297.2379150390625,Merval,N/A
2023-04-25,ALUA.BA,311.7008361816406,Merval,N/A
2023-04-26,ALUA.BA,321.1765441894531,Merval,N/A
2023-04-27,ALUA.BA,309.2072448730469,Merval,N/A
2023-04-28,ALUA.BA,314.6931457519531,Merval,N/A
2023-05-02,ALUA.BA,313.1969909667969,Merval,N/A
2023-05-03,ALUA.BA,292.74945068359375,Merval,N/A
2023-05-04,ALUA.BA,270.8056945800781,Merval,N/A
2023-05-05,ALUA.BA,272.8005676269531,Merval,N/A
2023-05-08,ALUA.BA,282.7749938964844,Merval,N/A
2023-05-09,ALUA.BA,301.7264099121094,Merval,N/A
2023-05-10,ALUA.BA,304.22003173828125,Merval,N/A
2023-05-11,ALUA.BA,299.2327880859375,Merval,N/A
2023-05-12,ALUA.BA,305.21746826171875,Merval,N/A
2023-05-15,ALUA.BA,305.7161865234375,Merval,N/A
2023-05-16,ALUA.BA,318.6829528808594,Merval,N/A
2023-05-17,ALUA.BA,333.64459228515625,Merval,N/A
2023-05-18,ALUA.BA,341.1253967285156,Merval,N/A
2023-05-19,ALUA.BA,354.0921630859375,Merval,N/A
2023-05-22,ALUA.BA,368.5550842285156,Merval,N/A
2023-05-23,ALUA.BA,361.5729675292969,Merval,N/A
2023-05-24,ALUA.BA,362.5704040527344,Merval,N/A
2023-05-29,ALUA.BA,365.562744140625,Merval,N/A
2023-05-30,ALUA.BA,366.5602111816406,Merval,N/A
2023-05-31,ALUA.BA,373.0435485839844,Merval,N/A
2023-06-01,ALUA.BA,383.5167236328125,Merval,N/A
2023-06-02,ALUA.BA,371.0486755371094,Merval,N/A
2023-06-05,ALUA.BA,369.0538024902344,Merval,N/A
2023-06-06,ALUA.BA,369.0538024902344,Merval,N/A
2023-06-07,ALUA.BA,359.5780944824219,Merval,N/A
2023-06-08,ALUA.BA,362.0716857910156,Merval,N/A
2023-06-09,ALUA.BA,366.5602111816406,Merval,N/A
2023-06-12,ALUA.BA,364.0665588378906,Merval,N/A
